,PMID,Population
130675,22334630,male
130685,27024369,male
130688,22458011,female
130693,25103076,adolescent
130694,25103076,adult
130695,25103076,aged
130696,25103076,female
130699,25103076,male
130700,25103076,middle aged
130704,25103076,young adult
130705,22044342,adolescent
130707,22044342,female
130714,23173630,adult
130718,23173630,female
130721,23173630,middle aged
130725,23842757,aged
130728,23842757,female
130742,23819343,adolescent
130743,23819343,female
130749,23819343,male
130759,23987484,adult
130760,23987484,female
130763,23987484,male
130764,23987484,middle aged
130768,23329183,adolescent
130771,23329183,female
130776,23329183,male
130781,23329183,young adult
130782,22635085,adult
130783,22635085,female
130795,22729718,female
130802,22729718,male
130803,22729718,middle aged
130820,21775225,adult
130824,21775225,female
130835,22715565,adolescent
130838,22715565,child
130840,22715565,female
130846,22715565,male
130875,22753669,adult
130877,22753669,female
130884,23514670,male
130885,23514670,middle aged
130888,23088654,adolescent
130889,23088654,adult
130890,23088654,aged
130891,23088654,"aged, 80 and over"
130893,23088654,female
130896,23088654,male
130897,23088654,middle aged
130902,23088654,young adult
130903,24629864,adolescent
130906,24629864,child
130907,24629864,"child, preschool"
130908,24629864,female
130914,22282281,adult
130915,22282281,aged
130918,22282281,female
130927,23620929,adult
130931,23620929,male
130934,23590488,adult
130936,23590488,female
130944,22489907,adult
130946,22489907,female
130950,22489907,male
130972,23045451,female
130978,23045451,middle aged
130982,24080368,female
130986,24080368,male
130994,24392554,female
130997,24392554,male
130998,24392554,middle aged
131003,24065110,child
131006,24065110,female
131014,24065110,male
131022,23647402,aged
131023,23647402,"aged, 80 and over"
131027,23647402,female
131034,23647402,male
131044,22710512,female
131049,22710512,middle aged
131053,22619157,adolescent
131055,22619157,child
131056,22619157,"child, preschool"
131058,22619157,female
131062,22619157,male
131072,22492024,adolescent
131073,22492024,adult
131074,22492024,aged
131075,22492024,child
131076,22492024,female
131080,22492024,male
131081,22492024,middle aged
131087,22492024,young adult
131088,24411211,aged
131091,24411211,female
131096,24034725,adult
131097,24034725,aged
131099,24034725,female
131104,24034725,male
131105,24034725,middle aged
131109,22713684,adult
131110,22713684,aged
131111,22713684,"aged, 80 and over"
131114,22713684,female
131118,22713684,male
131119,22713684,middle aged
131123,23201058,aged
131127,23201058,female
131133,23808918,aged
131135,23808918,female
131145,23808177,adult
131146,23808177,aged
131148,23808177,female
131151,23808177,male
131152,23808177,middle aged
131159,22632369,adult
131160,22632369,child
131169,23893675,adult
131170,23893675,child
131171,23893675,female
131183,22095001,adolescent
131184,22095001,adult
131185,22095001,aged
131186,22095001,"aged, 80 and over"
131188,22095001,female
131194,22095001,male
131195,22095001,middle aged
131201,22095001,young adult
131210,22448136,adolescent
131211,22448136,adult
131212,22448136,child
131213,22448136,female
131216,22448136,male
131217,22448136,middle aged
131226,23933699,female
131232,23933699,middle aged
131241,23612233,adult
131249,23612233,female
131253,23612233,male
131254,23612233,middle aged
131264,22931931,adult
131266,22931931,aged
131267,22931931,"aged, 80 and over"
131270,22931931,female
131276,22931931,middle aged
131279,22806174,adolescent
131280,22806174,adult
131281,22806174,aged
131282,22806174,"aged, 80 and over"
131284,22806174,female
131291,22806174,male
131292,22806174,middle aged
131306,23312275,female
131314,22971989,adolescent
131315,22971989,adult
131316,22971989,aged
131317,22971989,child
131318,22971989,female
131322,22971989,male
131323,22971989,middle aged
131328,22971989,young adult
131334,22948632,female
131338,22948632,male
131341,23757259,adult
131347,23757259,female
131353,22960960,adolescent
131354,22960960,adult
131357,22960960,female
131361,22960960,male
131362,22960960,middle aged
131364,22960960,young adult
131365,21450898,adult
131366,21450898,female
131373,23980907,adolescent
131374,23980907,adult
131375,23980907,aged
131376,23980907,"aged, 80 and over"
131377,23980907,female
131380,23980907,male
131381,23980907,middle aged
131391,23539719,female
131399,22730704,adult
131402,22730704,female
131405,22730704,middle aged
131407,22730704,young adult
131408,22580356,adolescent
131409,22580356,adult
131411,22580356,child
131414,22580356,female
131419,22580356,young adult
131420,23812805,adult
131421,23812805,aged
131422,23812805,female
131427,23812805,male
131428,23812805,middle aged
131434,21890099,adult
131435,21890099,aged
131440,21890099,female
131445,21890099,male
131446,21890099,middle aged
131455,21890099,young adult
131456,22168752,adult
131460,22168752,female
131464,22168752,male
131465,22168752,middle aged
131531,24419720,adult
131533,24419720,female
131554,22354558,adolescent
131555,22354558,adult
131556,22354558,aged
131563,22354558,female
131568,22354558,male
131569,22354558,middle aged
131580,22511831,adult
131581,22511831,aged
131586,22511831,female
131589,22511831,male
131590,22511831,middle aged
131602,22287122,female
131609,22287122,male
131610,22287122,middle aged
131614,24206067,adolescent
131616,24206067,child
131617,24206067,"child, preschool"
131622,24206067,female
131625,24206067,infant
131626,24206067,male
131650,22870901,adult
131658,22870901,female
131665,22870901,male
131666,22870901,middle aged
131672,24351357,adolescent
131673,24351357,adult
131674,24351357,aged
131675,24351357,"aged, 80 and over"
131676,24351357,female
131681,24351357,male
131682,24351357,middle aged
131689,24351357,young adult
131704,22402975,adult
131705,22402975,aged
131706,22402975,female
131712,22402975,middle aged
131725,22399513,adolescent
131726,22399513,adult
131727,22399513,aged
131729,22399513,female
131733,22399513,male
131734,22399513,middle aged
131738,24070662,adult
131739,24070662,aged
131740,24070662,"aged, 80 and over"
131741,24070662,female
131746,24070662,middle aged
131757,23964447,female
131760,23964447,male
131765,23350240,adolescent
131766,23350240,adult
131767,23350240,aged
131768,23350240,female
131771,23350240,male
131772,23350240,middle aged
131776,23350240,young adult
131777,23942788,adult
131779,23942788,female
131784,23942788,young adult
131785,23556479,child
131786,23556479,"child, preschool"
131787,23556479,female
131792,23556479,infant
131793,23556479,male
131794,23556479,young adult
131796,23229839,adult
131797,23229839,female
131800,23229839,male
131801,23229839,middle aged
131808,22760806,adult
131812,22760806,male
131813,22760806,middle aged
131824,24199816,adult
131825,24199816,female
131831,24199816,male
131832,24199816,middle aged
131835,24622372,female
131840,24622372,"infant, newborn"
131845,23154300,female
131859,23154300,young adult
131860,23662589,aged
131867,23662589,female
131872,23662589,middle aged
131876,23544060,adult
131880,23544060,female
131890,23544060,male
131893,22447813,adult
131897,22447813,female
131902,22447813,male
131904,22447813,middle aged
131913,24704350,adult
131914,24704350,aged
131915,24704350,"aged, 80 and over"
131917,24704350,female
131922,24704350,male
131923,24704350,middle aged
131930,23023021,adult
131938,23023021,male
131944,23600282,adult
131948,23600282,female
131952,23600282,male
131953,23600282,middle aged
131959,24020714,adult
131961,24020714,female
131968,24007404,adult
131969,24007404,aged
131971,24007404,female
131975,24007404,male
131976,24007404,middle aged
131984,22399512,adult
131988,22399512,female
131993,22399512,male
131995,22399512,middle aged
131998,22991383,aged
131999,22991383,female
132003,22991383,male
132004,22991383,middle aged
132014,24472276,adult
132018,24472276,female
132023,24291390,adolescent
132024,24291390,adult
132025,24291390,aged
132030,24291390,female
132038,24291390,male
132039,24291390,middle aged
132042,24291390,young adult
132048,22569239,male
132049,22569239,middle aged
132061,23518423,adolescent
132062,23518423,adult
132065,23518423,child
132066,23518423,female
132072,23518423,male
132073,23518423,middle aged
132078,23518423,young adult
132079,23363471,adolescent
132081,23363471,child
132103,22090273,adolescent
132104,22090273,adult
132105,22090273,aged
132108,22090273,female
132112,22090273,male
132114,22090273,middle aged
132118,22090273,young adult
132119,24453927,adult
132122,24453927,female
132125,24453927,male
132126,24453927,middle aged
132130,24126392,adult
132133,24126392,female
132139,22082595,adult
132140,22082595,aged
132142,22082595,female
132145,22082595,male
132146,22082595,middle aged
132148,22082595,young adult
132149,21825964,adult
132151,21825964,female
132156,21825964,male
132157,21825964,middle aged
132161,22935459,adult
132164,22935459,female
132172,23663712,adult
132186,23663712,male
132194,23879029,adult
132200,23879029,middle aged
132215,23214072,female
132221,22031515,adult
132222,22031515,female
132228,22031515,male
132229,22031515,middle aged
132236,23352720,adult
132237,23352720,aged
132239,23352720,female
132242,23352720,male
132243,23352720,middle aged
132255,23545676,male
132256,23545676,middle aged
132258,23477773,aged
132260,23477773,female
132264,23477773,male
132265,23477773,middle aged
132271,24215623,adult
132272,24215623,female
132278,24215623,male
132284,23749584,adult
132290,23749584,male
132292,23549634,adolescent
132293,23549634,adult
132294,23549634,aged
132295,23549634,"aged, 80 and over"
132298,23549634,female
132302,23549634,male
132303,23549634,middle aged
132309,23549634,young adult
132313,22842504,female
132316,22842504,middle aged
132320,22785582,adult
132321,22785582,aged
132322,22785582,"aged, 80 and over"
132324,22785582,female
132329,22785582,male
132330,22785582,middle aged
132333,22785582,young adult
132343,22684171,adolescent
132344,22684171,adult
132346,22684171,child
132347,22684171,"child, preschool"
132350,22684171,female
132355,22684171,infant
132356,22684171,"infant, newborn"
132359,22684171,male
132360,22684171,middle aged
132374,23188693,female
132379,23188693,male
132388,22274832,female
132393,22274832,male
132404,23214070,female
132412,22241019,adolescent
132413,22241019,adult
132414,22241019,aged
132416,22241019,female
132419,22241019,male
132420,22241019,middle aged
132426,22648648,female
132429,22648648,male
132431,22396051,female
132434,22396051,male
132436,21692133,adult
132437,21692133,aged
132438,21692133,"aged, 80 and over"
132441,21692133,female
132446,21692133,male
132447,21692133,middle aged
132452,21692133,young adult
132453,23705809,adolescent
132454,23705809,adult
132457,23705809,child
132458,23705809,"child, preschool"
132461,23705809,female
132468,23705809,infant
132471,23705809,male
132484,23341266,adult
132487,23341266,female
132490,23341266,male
132500,23868574,child
132502,23868574,female
132507,23868574,male
132511,22983830,adult
132517,22983830,female
132526,21870171,adolescent
132527,21870171,child
132528,21870171,"child, preschool"
132530,21870171,female
132534,21870171,infant
132536,21870171,male
132548,21870171,young adult
132549,22886314,"aged, 80 and over"
132554,22886314,female
132566,23865291,aged
132568,23865291,female
132572,23865291,male
132573,23865291,middle aged
132582,22443227,adult
132583,22443227,female
132589,22443227,male
132590,22443227,middle aged
132593,24189511,female
132597,24189511,male
132601,23387769,adult
132602,23387769,aged
132603,23387769,female
132608,23387769,male
132609,23387769,middle aged
132612,23387769,young adult
132613,22786503,adult
132615,22786503,female
132618,22786503,male
132624,22624411,adult
132625,22624411,female
132629,22624411,male
132632,22262292,adult
132633,22262292,aged
132634,22262292,"aged, 80 and over"
132635,22262292,female
132639,22262292,male
132640,22262292,middle aged
132643,22262292,young adult
132645,23283202,female
132648,23283202,male
132650,23782181,adult
132653,23782181,female
132672,23299807,adult
132673,23299807,aged
132674,23299807,"aged, 80 and over"
132677,23299807,female
132680,23299807,male
132681,23299807,middle aged
132685,22953990,adult
132687,22953990,female
132691,22953990,male
132701,22622480,adult
132703,22622480,female
132712,22547016,adolescent
132713,22547016,adult
132714,22547016,aged
132715,22547016,"aged, 80 and over"
132716,22547016,child
132718,22547016,female
