,PMID,Condition,Category
1061,12005005,euthyroid sick syndromes,euthyroid sick syndromes
1061,12005005,hyperthyroidism,hyperthyroidism
1061,12005005,graves disease,hyperthyroidism
1061,12005005,hypothyroidism,hypothyroidism
1061,12005005,"thyroiditis, autoimmune",thyroiditis
1061,12005005,thyroiditis,thyroiditis
1062,12919164,graves disease,hyperthyroidism
1062,12919164,graves' disease,hyperthyroidism
1063,11980614,hyperthyroidism,hyperthyroidism
1063,11980614,graves disease,hyperthyroidism
1063,11980614,graves' disease,hyperthyroidism
1064,12846546,graves disease,hyperthyroidism
1064,12846546,thyroid gland,thyroid disease
1065,12893408,graves disease,hyperthyroidism
1065,12893408,hypothyroidism,hypothyroidism
1065,12893408,thyroid disease,thyroid disease
1065,12893408,thyroid diseases,thyroid disease
1066,12689909,graves disease,hyperthyroidism
1067,12464672,graves disease,hyperthyroidism
1068,11993796,graves disease,hyperthyroidism
1068,11993796,graves' disease,hyperthyroidism
1068,11993796,thyroid nodule,thyroid nodule
1069,11913070,hyperthyroidism,hyperthyroidism
1069,11913070,graves disease,hyperthyroidism
1069,11913070,graves' disease,hyperthyroidism
1069,11913070,hypothyroidism,hypothyroidism
1069,11913070,"thyroiditis, autoimmune",thyroiditis
1069,11913070,thyroiditis,thyroiditis
1069,11913070,thyroid disease,thyroid disease
1069,11913070,thyroid gland,thyroid disease
1070,12238120,graves disease,hyperthyroidism
1070,12238120,thyroid disease,thyroid disease
1070,12238120,thyroid diseases,thyroid disease
1071,12960016,graves disease,hyperthyroidism
1072,12428490,graves disease,hyperthyroidism
1072,12428490,graves' disease,hyperthyroidism
1073,12397194,graves disease,hyperthyroidism
1074,14621592,graves disease,hyperthyroidism
1075,12459596,graves disease,hyperthyroidism
1076,12447139,graves disease,hyperthyroidism
1077,12368609,graves disease,hyperthyroidism
1078,11953650,graves disease,hyperthyroidism
1078,11953650,"thyroiditis, autoimmune",thyroiditis
1078,11953650,thyroiditis,thyroiditis
1079,12097196,graves disease,hyperthyroidism
1079,12097196,graves' disease,hyperthyroidism
1079,12097196,thyroid gland,thyroid disease
1080,14714747,hyperthyroidism,hyperthyroidism
1080,14714747,graves disease,hyperthyroidism
1080,14714747,graves' disease,hyperthyroidism
1080,14714747,thyroidectomy,thyroid disease
1081,12039697,graves disease,hyperthyroidism
1081,12039697,graves' disease,hyperthyroidism
1081,12039697,"thyroiditis, autoimmune",thyroiditis
1081,12039697,thyroiditis,thyroiditis
1082,11985521,graves disease,hyperthyroidism
1082,11985521,graves' disease,hyperthyroidism
1082,11985521,thyroiditis,thyroiditis
1083,12574393,hyperthyroidism,hyperthyroidism
1083,12574393,graves disease,hyperthyroidism
1083,12574393,graves' disease,hyperthyroidism
1084,12521713,graves disease,hyperthyroidism
1084,12521713,graves' disease,hyperthyroidism
1084,12521713,hypothyroidism,hypothyroidism
1085,14657889,graves disease,hyperthyroidism
1086,12519841,graves disease,hyperthyroidism
1086,12519841,graves' disease,hyperthyroidism
1087,12425802,graves disease,hyperthyroidism
1087,12425802,graves' disease,hyperthyroidism
1088,11932312,graves disease,hyperthyroidism
1088,11932312,graves' disease,hyperthyroidism
1089,12734793,graves disease,hyperthyroidism
1089,12734793,graves' disease,hyperthyroidism
1089,12734793,"thyroiditis, autoimmune",thyroiditis
1089,12734793,thyroiditis,thyroiditis
1090,12192541,graves disease,hyperthyroidism
1090,12192541,graves' disease,hyperthyroidism
1090,12192541,hypothyroidism,hypothyroidism
1090,12192541,"thyroiditis, autoimmune",thyroiditis
1090,12192541,thyroiditis,thyroiditis
1090,12192541,thyroid disease,thyroid disease
1090,12192541,thyroid diseases,thyroid disease
1091,12186105,graves disease,hyperthyroidism
1091,12186105,graves ophthalmopathy,hyperthyroidism
1092,12679441,graves disease,hyperthyroidism
1092,12679441,graves' disease,hyperthyroidism
1092,12679441,thyroid gland,thyroid disease
1093,11876739,graves disease,hyperthyroidism
1094,12946452,graves disease,hyperthyroidism
1094,12946452,graves' disease,hyperthyroidism
1095,12409522,graves disease,hyperthyroidism
1095,12409522,thyroid neoplasms,thyroid neoplasms
1095,12409522,"thyroiditis, autoimmune",thyroiditis
1095,12409522,thyroiditis,thyroiditis
1095,12409522,thyroidectomy,thyroid disease
1096,12242076,graves disease,hyperthyroidism
1096,12242076,graves' disease,hyperthyroidism
1096,12242076,thyroid gland,thyroid disease
1097,12970276,hyperthyroidism,hyperthyroidism
1097,12970276,graves disease,hyperthyroidism
1097,12970276,graves' disease,hyperthyroidism
1098,12203051,graves disease,hyperthyroidism
1098,12203051,graves' disease,hyperthyroidism
1098,12203051,thyroid neoplasms,thyroid neoplasms
1099,11960792,graves disease,hyperthyroidism
1100,11926155,graves disease,hyperthyroidism
1101,12861127,graves disease,hyperthyroidism
1101,12861127,thyroid disease,thyroid disease
1101,12861127,thyroid diseases,thyroid disease
1102,12820689,graves disease,hyperthyroidism
1103,12100069,graves disease,hyperthyroidism
1103,12100069,graves' disease,hyperthyroidism
1103,12100069,thyrotoxicosis,hyperthyroidism
1103,12100069,"thyroiditis, subacute",thyroiditis
1103,12100069,thyroiditis,thyroiditis
1104,14751037,hyperthyroidism,hyperthyroidism
1104,14751037,graves disease,hyperthyroidism
1104,14751037,graves' disease,hyperthyroidism
1105,14751034,hyperthyroidism,hyperthyroidism
1105,14751034,graves disease,hyperthyroidism
1105,14751034,graves' disease,hyperthyroidism
1105,14751034,thyroid nodule,thyroid nodule
1106,12654233,graves disease,hyperthyroidism
1106,12654233,graves' disease,hyperthyroidism
1107,12428489,graves disease,hyperthyroidism
1107,12428489,graves' disease,hyperthyroidism
1108,12414882,graves disease,hyperthyroidism
1108,12414882,graves' disease,hyperthyroidism
1109,12610768,graves disease,hyperthyroidism
1110,11751544,graves disease,hyperthyroidism
1111,12500167,graves disease,hyperthyroidism
1112,14611699,graves disease,hyperthyroidism
1112,14611699,graves' disease,hyperthyroidism
1112,14611699,thyroiditis,thyroiditis
1113,12714785,graves disease,hyperthyroidism
1114,14669945,hyperthyroidism,hyperthyroidism
1114,14669945,graves disease,hyperthyroidism
1114,14669945,graves' disease,hyperthyroidism
1115,11966764,graves disease,hyperthyroidism
1115,11966764,graves' disease,hyperthyroidism
1115,11966764,thyroid gland,thyroid disease
1116,15008244,graves disease,hyperthyroidism
1116,15008244,graves' disease,hyperthyroidism
1116,15008244,hypothyroidism,hypothyroidism
1117,12914522,graves disease,hyperthyroidism
1117,12914522,graves' disease,hyperthyroidism
1117,12914522,"thyroiditis, autoimmune",thyroiditis
1117,12914522,thyroiditis,thyroiditis
1117,12914522,thyroid disease,thyroid disease
1118,12741078,hyperthyroidism,hyperthyroidism
1118,12741078,graves disease,hyperthyroidism
1118,12741078,hypothyroidism,hypothyroidism
1119,11956877,graves disease,hyperthyroidism
1120,14646389,graves disease,hyperthyroidism
1120,14646389,graves' disease,hyperthyroidism
1121,12855013,graves disease,hyperthyroidism
1122,12739748,graves disease,hyperthyroidism
1122,12739748,graves' disease,hyperthyroidism
1122,12739748,"thyroiditis, autoimmune",thyroiditis
1122,12739748,thyroiditis,thyroiditis
1123,12575196,graves disease,hyperthyroidism
1124,14523366,hyperthyroidism,hyperthyroidism
1124,14523366,graves disease,hyperthyroidism
1125,12353714,graves disease,hyperthyroidism
1126,11887032,graves disease,hyperthyroidism
1126,11887032,graves' disease,hyperthyroidism
1127,11834424,hyperthyroidism,hyperthyroidism
1127,11834424,graves disease,hyperthyroidism
1127,11834424,graves' disease,hyperthyroidism
1127,11834424,thyroid gland,thyroid disease
1128,14669943,graves disease,hyperthyroidism
1128,14669943,"thyroiditis, autoimmune",thyroiditis
1128,14669943,thyroiditis,thyroiditis
1129,12580936,graves disease,hyperthyroidism
1130,12354128,hyperthyroidism,hyperthyroidism
1130,12354128,graves disease,hyperthyroidism
1130,12354128,hypothyroidism,hypothyroidism
1131,12388152,goiter,goiter
1131,12388152,"goiter, nodular",goiter
1131,12388152,thyroid gland,thyroid disease
1132,12515285,hyperthyroidism,hyperthyroidism
1132,12515285,graves disease,hyperthyroidism
1132,12515285,"thyroiditis, autoimmune",thyroiditis
1132,12515285,thyroiditis,thyroiditis
1132,12515285,thyroid disease,thyroid disease
1133,11814624,graves disease,hyperthyroidism
1133,11814624,graves' disease,hyperthyroidism
1134,14500032,graves disease,hyperthyroidism
1134,14500032,graves' disease,hyperthyroidism
1135,12385033,graves disease,hyperthyroidism
1135,12385033,"thyroiditis, autoimmune",thyroiditis
1135,12385033,thyroiditis,thyroiditis
1135,12385033,thyroid disease,thyroid disease
1136,12452820,hyperthyroidism,hyperthyroidism
1136,12452820,graves disease,hyperthyroidism
1137,12931274,hyperthyroidism,hyperthyroidism
1137,12931274,graves disease,hyperthyroidism
1137,12931274,graves' disease,hyperthyroidism
1138,11889166,hyperthyroidism,hyperthyroidism
1138,11889166,graves disease,hyperthyroidism
1138,11889166,graves' disease,hyperthyroidism
1138,11889166,thyrotoxicosis,hyperthyroidism
1138,11889166,hypothyroidism,hypothyroidism
1139,14657389,graves disease,hyperthyroidism
1139,14657389,graves' disease,hyperthyroidism
1139,14657389,hypothyroidism,hypothyroidism
1139,14657389,thyroid gland,thyroid disease
1140,12389640,graves disease,hyperthyroidism
1140,12389640,graves' disease,hyperthyroidism
1140,12389640,"thyroiditis, autoimmune",thyroiditis
1140,12389640,thyroiditis,thyroiditis
1140,12389640,thyroid disease,thyroid disease
1140,12389640,thyroid diseases,thyroid disease
1141,12193299,graves disease,hyperthyroidism
1141,12193299,graves' disease,hyperthyroidism
1142,11936468,graves disease,hyperthyroidism
1142,11936468,graves' disease,hyperthyroidism
1142,11936468,thyroid neoplasms,thyroid neoplasms
1142,11936468,thyroidectomy,thyroid disease
1143,11788681,graves disease,hyperthyroidism
1144,12951278,graves disease,hyperthyroidism
1144,12951278,graves' disease,hyperthyroidism
1145,11882038,graves disease,hyperthyroidism
1145,11882038,graves' disease,hyperthyroidism
1146,12646974,goiter,goiter
1146,12646974,"thyroiditis, autoimmune",thyroiditis
1146,12646974,thyroiditis,thyroiditis
1147,14974863,thyroid neoplasms,thyroid neoplasms
1147,14974863,thyroid gland,thyroid disease
1148,12724780,graves disease,hyperthyroidism
1148,12724780,graves' disease,hyperthyroidism
1148,12724780,hypothyroidism,hypothyroidism
1149,11940054,graves disease,hyperthyroidism
1149,11940054,graves' disease,hyperthyroidism
1149,11940054,hypothyroidism,hypothyroidism
1150,12848988,graves disease,hyperthyroidism
1150,12848988,graves' disease,hyperthyroidism
1151,12638313,hyperthyroidism,hyperthyroidism
1151,12638313,graves disease,hyperthyroidism
1151,12638313,graves' disease,hyperthyroidism
1151,12638313,congenital hypothyroidism,hypothyroidism
1151,12638313,hypothyroidism,hypothyroidism
1151,12638313,thyroid neoplasms,thyroid neoplasms
1151,12638313,thyroiditis,thyroiditis
1151,12638313,thyroid disease,thyroid disease
1151,12638313,thyroid diseases,thyroid disease
1152,12625811,graves disease,hyperthyroidism
1152,12625811,graves' disease,hyperthyroidism
1152,12625811,"thyroiditis, autoimmune",thyroiditis
1152,12625811,thyroiditis,thyroiditis
1152,12625811,thyroid disease,thyroid disease
1152,12625811,thyroid diseases,thyroid disease
1153,11845109,graves disease,hyperthyroidism
1153,11845109,thyroid neoplasms,thyroid neoplasms
1153,11845109,thyroid nodule,thyroid nodule
1153,11845109,thyroidectomy,thyroid disease
1154,12081238,graves disease,hyperthyroidism
1154,12081238,graves' disease,hyperthyroidism
1154,12081238,"thyroiditis, autoimmune",thyroiditis
1154,12081238,thyroiditis,thyroiditis
1155,12794168,graves disease,hyperthyroidism
1155,12794168,graves' disease,hyperthyroidism
1156,14576177,hyperthyroidism,hyperthyroidism
1156,14576177,graves disease,hyperthyroidism
1156,14576177,graves' disease,hyperthyroidism
1157,12150341,graves disease,hyperthyroidism
1157,12150341,graves' disease,hyperthyroidism
1157,12150341,thyrotoxicosis,hyperthyroidism
1157,12150341,thyroid neoplasms,thyroid neoplasms
1157,12150341,thyroidectomy,thyroid disease
1158,12930594,graves disease,hyperthyroidism
1158,12930594,graves' disease,hyperthyroidism
1158,12930594,hypothyroidism,hypothyroidism
1158,12930594,thyroid gland,thyroid disease
1159,12593717,graves disease,hyperthyroidism
1159,12593717,thyroid gland,thyroid disease
1160,12148089,graves disease,hyperthyroidism
1160,12148089,graves' disease,hyperthyroidism
1161,14561573,hyperthyroidism,hyperthyroidism
1161,14561573,graves disease,hyperthyroidism
1161,14561573,graves' disease,hyperthyroidism
1161,14561573,thyrotoxicosis,hyperthyroidism
1162,12568121,graves disease,hyperthyroidism
1163,12489570,graves disease,hyperthyroidism
1163,12489570,graves' disease,hyperthyroidism
1163,12489570,"thyroiditis, autoimmune",thyroiditis
1163,12489570,thyroiditis,thyroiditis
1164,12646613,hyperthyroidism,hyperthyroidism
1164,12646613,graves disease,hyperthyroidism
1164,12646613,graves' disease,hyperthyroidism
1165,15941069,thyroiditis,thyroiditis
1165,15941069,thyroid disease,thyroid disease
1165,15941069,thyroid diseases,thyroid disease
1165,15941069,thyroid gland,thyroid disease
1165,15941069,thyroidectomy,thyroid disease
1166,14768175,graves disease,hyperthyroidism
1166,14768175,graves' disease,hyperthyroidism
1167,14624395,graves disease,hyperthyroidism
1167,14624395,graves' disease,hyperthyroidism
1168,14558924,graves disease,hyperthyroidism
1168,14558924,graves' disease,hyperthyroidism
1168,14558924,thyrotoxicosis,hyperthyroidism
1168,14558924,"thyroiditis, autoimmune",thyroiditis
1168,14558924,thyroiditis,thyroiditis
1169,11800336,graves disease,hyperthyroidism
1169,11800336,graves' disease,hyperthyroidism
1169,11800336,hypothyroidism,hypothyroidism
1169,11800336,thyroid gland,thyroid disease
1169,11800336,thyroidectomy,thyroid disease
1170,12006703,hyperthyroidism,hyperthyroidism
1170,12006703,graves disease,hyperthyroidism
1170,12006703,graves' disease,hyperthyroidism
1170,12006703,hypothyroidism,hypothyroidism
1170,12006703,thyroid gland,thyroid disease
1171,12489572,goiter,goiter
1171,12489572,thyroid nodule,thyroid nodule
1171,12489572,thyroiditis,thyroiditis
1171,12489572,thyroid disease,thyroid disease
1171,12489572,thyroid diseases,thyroid disease
1171,12489572,thyroid gland,thyroid disease
1172,12008747,graves disease,hyperthyroidism
1172,12008747,graves' disease,hyperthyroidism
1173,11916280,hyperthyroidism,hyperthyroidism
1173,11916280,graves disease,hyperthyroidism
1173,11916280,graves' disease,hyperthyroidism
1173,11916280,hypothyroidism,hypothyroidism
1173,11916280,thyroid gland,thyroid disease
1174,12011295,graves disease,hyperthyroidism
1175,11998521,goiter,goiter
1175,11998521,thyroid disease,thyroid disease
1175,11998521,thyroid diseases,thyroid disease
1176,11777993,graves disease,hyperthyroidism
1176,11777993,graves' disease,hyperthyroidism
1177,12124869,graves disease,hyperthyroidism
1177,12124869,graves' disease,hyperthyroidism
1177,12124869,"thyroiditis, autoimmune",thyroiditis
1177,12124869,thyroiditis,thyroiditis
1178,11852586,hyperthyroidism,hyperthyroidism
1178,11852586,thyroiditis,thyroiditis
1179,11996703,graves disease,hyperthyroidism
1180,12244906,goiter,goiter
1180,12244906,thyroid neoplasms,thyroid neoplasms
1180,12244906,thyroid nodule,thyroid nodule
1181,11914031,goiter,goiter
1181,11914031,thyroid nodule,thyroid nodule
1182,12207785,thyroid nodule,thyroid nodule
1183,14971280,goiter,goiter
1184,12240898,goiter,goiter
1184,12240898,thyroid neoplasms,thyroid neoplasms
1185,12200998,thyroid neoplasms,thyroid neoplasms
1185,12200998,thyroid nodule,thyroid nodule
1185,12200998,thyroid disease,thyroid disease
1185,12200998,thyroid diseases,thyroid disease
1186,14571314,goiter,goiter
